title,id,rating,year,imdbid
Allied,8341,3,2016,3640424
Billions,8348,3,2016,4270492
Middle School: The Worst Years of My Life,8350,3,2016,4981636
Meet the Blacks,8366,3,2016,4191580
A Monster Calls,8372,3,2016,3416532
Barbershop: The Next Cut,8373,3,2016,3628584
Dirty Grandpa,8376,2,2016,1860213
Masterminds,8455,3,2016,2461150
Bliss!,8505,3,2016,1316541
Raman Raghav 2.0,8570,2,2016,5662932
I Had a Bloody Good Time at House Harker,8581,1,2016,4779026
Liberty&#39;s Secret,8602,3,2016,4396662
Quand on a 17 ans,8603,3,2016,4331970
Women Who Kill,8604,3,2016,3973012
Friend Request,8691,3,2016,3352390
Seoulyeok [Seoul Station],8696,0,2016,3845670
Courier X,8705,0,2016,3589968
Vier gegen die Bank,8716,1,2016,5173166
Zoombies,8793,3,2016,5340882
Pandemic,9022,3,2016,3774802
Ben-Hur,9040,1,2016,2638144
Nine Lives,9041,1,2016,4383594
Adult Life Skills,9044,3,2016,4211044
Ma revolution,9053,3,2016,4277264
Blood Stripe,9073,1,2016,3838802
Don&#39;t Think Twice,9093,3,2016,4972062
Suicide kale,9101,3,2016,4991906
Tramps,9141,1,2016,4991512
"Ticket, The",9156,1,2016,3893280
Handsome Devil,9369,1,2016,5016946
S&atilde;o Jorge,9256,1,2016,4895668
Lovesong,9259,3,2016,4305148
Big Fish &amp; Begonia,9300,3,2016,1920885
Yu-Gi-Oh!: The Dark Side of Dimensions,9349,1,2016,4273562
Gantz: O,9390,1,2016,5923962
Vse o muzhchinakh,9394,1,2016,6261136
Sharknado 4: The 4th Awakens,9465,3,2016,4831420
American Crime Story,9484,3,2016,2788432
Miss Saigon: 25th Anniversary,9511,2,2016,6162808
Realive,9570,1,2016,4074928
Linefork,9572,3,2016,5553782
I&#39;m Not Ashamed,9581,3,2016,4950110
Nowhereland,9746,3,2016,3115906
Sluga naroda 2,9844,1,2016,6818880
Batman: Bad Blood,10404,3,2016,4870838
R&uuml;zgarda Sal&amp;#305;nan Nil&uuml;fer,10713,3,2016,5143586
Offline,10717,3,2016,3556230
A Date for Mad Mary,10819,3,2016,4197642
Case Closed: The Darkest Nightmare,10847,3,2016,4954660
Antiporno,10851,3,2016,5973032
Angry Inuk,10922,3,2016,5709536
Wonder Woman,7241,3,2017,451279
"Bye Bye Man, The",7354,3,2017,4030600
"Coin Heist, The",7386,3,2017,5740806
Alexander IRL,7397,2,2017,5540622
xXx: Return of Xander Cage,7411,3,2017,1293847
Death Race 2050,7419,3,2017,5493706
"LEGO Batman Movie, The",7439,3,2017,4116284
"Space Between Us, The",7445,3,2017,3922818
John Wick: Chapter 2,7446,1,2017,4425200
Fifty Shades Darker,7469,3,2017,4465564
Logan,7479,3,2017,3315342
For Here or To Go?,7486,3,2017,4157510
Table 19,7490,3,2017,1412528
Before I Fall,7690,3,2017,1691916
Innan vi dor,7501,3,2017,5598192
Kong: Skull Island,7504,1,2017,3731562
Get Out,7508,3,2017,5052448
Beauty and the Beast,7523,3,2017,2771200
Deidra &amp; Laney Rob a Train,7524,3,2017,4144332
Power Rangers,7527,3,2017,3717490
Life,7540,3,2017,5442430
Ghost in the Shell,7551,3,2017,1219827
"Boss Baby, The",7553,1,2017,3874544
Dance Academy: The Movie,7564,3,2017,5834660
Unlocked,7597,3,2017,1734493
I Don&#39;t Feel at Home in This World Anymore,7573,3,2017,5710514
"Fate of the Furious, The",7579,3,2017,4630562
"Discovery, The",7581,3,2017,5155780
Unforgettable,7592,3,2017,3462710
Guardians of the Galaxy Vol. 2,7595,3,2017,3896198
"Circle, The",7604,3,2017,4287320
Alien: Covenant,7607,3,2017,2316204
King Arthur,7608,1,2017,1972591
Pirates of the Caribbean: Dead Men Tell No Tales,7665,1,2017,1790809
Gifted,7669,3,2017,4481414
"Everything, Everything",7670,3,2017,5001718
Snatched,7676,3,2017,2334871
T2 Trainspotting,7677,3,2017,2763304
"Mummy, The",7681,2,2017,2345759
My Cousin Rachel,7682,3,2017,4411596
Megan Leavy,7684,3,2017,4899370
Captain Underpants: The First Epic Movie,7700,1,2017,2091256
Rough Night,7701,3,2017,4799050
Annabelle: Creation,7779,3,2017,5140878
Beatriz at Dinner,7707,3,2017,5929750
"Shack, The",7708,3,2017,2872518
Cars 3,7709,3,2017,3606752
Despicable Me 3,7715,3,2017,3469046
Baby Driver,7717,1,2017,3890160
"Big Sick, The",7720,3,2017,5462602
Spider-Man: Homecoming,7724,3,2017,2250912
Atomic Blonde,7725,3,2017,2406566
"Last Word, The",7734,3,2017,5023260
"Little Hours, The",7735,3,2017,5666304
It Comes at Night,7736,3,2017,4695012
Monster High: Electrified,7739,3,2017,6536944
War for the Planet of the Apes,7742,1,2017,3450958
Okja,7743,3,2017,3967856
Wind River,7745,3,2017,5362988
"Beguiled, The",7746,3,2017,5592248
Wish Upon,7747,3,2017,5322012
Dunkirk,7748,0,2017,5013056
Valerian and the City of a Thousand Planets,7751,1,2017,2239822
Detroit,7778,2,2017,5390504
"Incredible Jessica James, The",7762,3,2017,5990342
Girls Trip,7763,3,2017,3564472
Plasmatic Day,7768,1,2017,6524480
"Dark Tower, The",7770,1,2017,1648190
"Emoji Movie, The",7772,1,2017,4877122
To the bone,7780,3,2017,5541240
"Hitman&#39;s Bodyguard, The",7781,3,2017,1959563
American Made,7785,1,2017,3532216
Logan Lucky,7786,3,2017,5439796
Tulip Fever,7787,3,2017,491203
Naked,7788,2,2017,6048930
Death Note,7794,0,2017,1241317
What Happened to Monday,7795,3,2017,1536537
It,7799,3,2017,1396484
Mother!,7803,2,2017,5109784
"I, Tonya",7806,3,2017,5580036
Ingrid Goes West,7808,3,2017,5962210
"Book of Birdie, The",7811,3,2017,5142400
Amityville: The Awakening,7864,3,2017,1935897
"Wall, The",7863,0,2017,4218696
Geostorm,7860,3,2017,1981128
"Square, The",7859,1,2017,4995790
"Foreigner, The",7858,1,2017,1615160
Revelator,7825,3,2017,5296086
Kingsman: The Golden Circle,7826,1,2017,4649466
American Assassin,7827,3,2017,1961175
Happy Death Day,7857,3,2017,5308322
Battle of the Sexes,7856,3,2017,4622512
Band Aid,7833,3,2017,5816374
On Body and Soul,7838,3,2017,5607714
Revenge,7839,0,2017,6738136
Felicite,7841,3,2017,5980798
Lady Bird,7843,3,2017,4925292
seven sisters,7844,3,2017,4956232
Blade Runner 2049,7846,3,2017,1856101
Gerald&#39;s Game,7847,3,2017,3748172
My Little Pony: The Movie,7850,3,2017,4131800
Good Time,7855,3,2017,4846232
Professor Marston and the Wonder Women,7852,3,2017,6133130
Un beau soleil interieur,7853,2,2017,6423776
Victoria &amp; Abdul,7854,2,2017,5816682
Home Again,7868,3,2017,5719700
Wheelman,7869,1,2017,5723286
Pilgrimage,7870,0,2017,3531202
Only the Brave,7872,2,2017,3829920
"Death of Stalin, The",7874,1,2017,4686844
Thor: Ragnarok,7875,1,2017,3501632
47 Meters Down,7883,3,2017,2932536
Jigsaw,7884,3,2017,3348730
"Mad Ones, The",7887,3,2017,3887208
Pokemon the Movie: I Choose You!,7888,3,2017,6595896
Seagull,7894,3,2017,5997830
OM+ME,7895,3,2017,7341676
"Meyerowitz Stories (new and selected), The",7896,1,2017,5536736
"Florida Project, The",7897,3,2017,5649144
Marshall,7899,1,2017,5301662
Wonder,7903,3,2017,2543472
Dim the Fluorescents,7904,3,2017,6029106
Justice League,7906,3,2017,974015
6 days,7908,0,2017,4703048
Sand Castle,7909,0,2017,2582576
"Man with the Iron Heart, The",7910,1,2017,3296908
"Punisher, The",7913,3,2017,5675620
Murder on the Orient Express,7919,3,2017,3402236
Batman vs. Two-Face,7920,3,2017,6142314
Coco,7930,3,2017,2380307
Transformers: The Last Knight,7934,1,2017,3371366
"Nut Job 2: Nutty By Nature, The",7936,3,2017,3486626
Psych: The Movie,7939,3,2017,6868216
"Only Living Boy in New York, The",7940,1,2017,460890
Nogemu noraifu: Zero,7941,3,2017,5914996
A Christmas Prince,7942,3,2017,7608418
El Camino Christmas,7945,2,2017,3255590
Star Wars: The Last Jedi,7946,3,2017,2527336
Molly&#39;s Game,7948,3,2017,4209788
"Babysitter, The",7949,3,2017,4225622
"Disaster Artist, The",7950,3,2017,3521126
"Shape of Water, The",7951,3,2017,5580390
"Three Billboards Outside Ebbing, Missouri",7953,3,2017,5027774
Wonder Wheel,7954,3,2017,5825380
Mudbound,7956,3,2017,2396589
Kidnap,7958,3,2017,1458169
Jumanji: Welcome to the Jungle,7963,3,2017,2283362
Bright,7966,3,2017,5519340
Call Me by Your Name,7970,3,2017,5726616
Wilson,7978,3,2017,1781058
All the Money in the World,7979,2,2017,5294550
Downsizing,7980,1,2017,1389072
Bushwick,7981,3,2017,4720702
Creep 2,7982,0,2017,3654796
"Greatest Showman, The",7983,3,2017,1485796
"Dinner, The",7984,3,2017,3203620
Ver&oacute;nica,7985,3,2017,5862312
Pitch Perfect 3,7988,3,2017,4765284
Cherry Pop,7989,0,2017,4807950
Disco,7994,3,2017,7401540
"Jesus, Bro!",7995,1,2017,5878326
Descendants 2,7996,3,2017,5117876
A Ghost Story,8005,1,2017,6265828
Sweet Virginia,8074,3,2017,2582498
Mary and The Witch&#39;s Flower,8015,3,2017,6336356
Phantom Thread,8017,3,2017,5776858
Darkest Hour,8020,2,2017,4555426
A man of integrity,8023,3,2017,6776462
Paddington 2,8024,3,2017,4468740
Berlin Syndrome,8025,1,2017,3335606
Wolf Warrior 2,8026,1,2017,7131870
La llamada,8027,3,2017,5176252
Tuntematon sotilas,8031,3,2017,4065552
Hostiles,8038,3,2017,5478478
Daddy&#39;s Home 2,8042,3,2017,5657846
"Roman J. Israel, Esq.",8044,3,2017,6000478
Beach Rats,8045,3,2017,6303866
Mayhem,8046,3,2017,4348012
Ferdinand,8048,3,2017,3411444
Loving Vincent,8055,1,2017,3262342
Mom and Dad,8143,3,2017,5462326
1922,8078,1,2017,6214928
Going In Style,8329,1,2017,2568862
"Killing of a Sacred Deer, The",8089,3,2017,5715874
I Can Speak,8093,3,2017,7342204
Singwa hamgge,8094,1,2017,7160070
Fun Mom Dinner,8096,3,2017,5829040
A Bad Moms Christmas,8100,3,2017,6359956
Thoroughbreds,8103,3,2017,5649108
"Post, The",8106,3,2017,6294822
Thelma,8113,3,2017,6304046
Ava,8118,3,2017,6194530
Lucky,8127,2,2017,5859238
You Were Never Really Here,8163,1,2017,5742374
I Kill Giants,8166,3,2017,4547194
My Friend Dahmer,8172,1,2017,2291540
"Ritual, The",8176,0,2017,5638642
"Glass Castle, The",8226,3,2017,2378507
Baywatch,8230,1,2017,1469304
Fist Fight,8231,3,2017,3401882
How to Be a Latin Lover,8232,2,2017,4795124
Petit paysan,8250,1,2017,6805302
Flower,8311,3,2017,2582784
You Get Me,8307,3,2017,5539054
A Dog&#39;s Purpose,8335,1,2017,1753383
All Eyez On Me,8336,1,2017,1666185
Sharknado 5: Global Swarming,8353,3,2017,6298780
"Endless, The",8357,1,2017,3986820
"Breadwinner, The",8360,3,2017,3901826
Diary of a Wimpy Kid: The Long Haul,8371,0,2017,6003368
Canaries,8374,3,2017,4082644
"Escape, The",8379,3,2017,6069126
Djam,8384,3,2017,6814914
First Reformed,8391,1,2017,6053438
God&#39;s Own Country,8394,0,2017,5635086
A Man Wanted (Hatooly Ragel),8403,2,2017,6539420
"Mountain Between Us, The",8408,3,2017,2226597
That&#39;s Not Me,8409,3,2017,4738802
Borg vs McEnroe,8428,1,2017,5727282
MFKZ,8448,0,2017,4717402
Apostasy,8449,3,2017,4729896
Disobedience,8471,3,2017,6108178
Gemini,8487,3,2017,5795086
Maximilian,8595,2,2017,5833846
Karera ga honki de amu toki wa (Close Knit),8599,3,2017,5633706
Signature Move,8600,3,2017,5328952
Embrasse-moi!,8601,3,2017,6441072
Mark Felt: The Man Who Brought Down the White House,8621,2,2017,5175450
Godard Mon Amour,8657,1,2017,5687334
Ghost Stories,8663,1,2017,5516328
Rings,8669,2,2017,498381
"Wife, The",8670,3,2017,3750872
Secret Superstar,8697,3,2017,6108090
El libro de Lila,8707,3,2017,6870750
Gekijoban Fairy Tail: Dragon Cry,8712,3,2017,6548966
Unicorn Store,8726,3,2017,2338454
Jusqu&#39;a la garde (Custody),8751,3,2017,6002232
Posoki (Directions),8752,1,2017,6467968
"Bride, The",8799,3,2017,6095090
Shelter,8806,3,2017,6249434
Mr. Roosevelt,9177,3,2017,6212496
Mary Shelley,8831,3,2017,3906082
Goon: Last of the Enforcers,8846,2,2017,2417712
War Machine,8847,0,2017,4758646
Cold Skin,8906,0,2017,1034385
Burning Sands,8960,2,2017,5826432
Princess Cyd,8998,3,2017,6053440
Il demone di Laplace,9010,0,2017,5791732
Tigers Are Not Afraid,9024,0,2017,4823434
OtherLife,9072,1,2017,4693358
Back to Burgundy (Ce que nous lie),9102,2,2017,5247704
Bon Cop Bad Cop 2,9105,1,2017,4738174
Euphoria,9128,3,2017,5698320
"Midwife, The",9145,3,2017,5348236
Sun Dogs,9147,2,2017,5665452
Anna and the Apocalypse,9215,3,2017,6433880
"Lears, The",9231,3,2017,5651952
Western,9236,1,2017,5157326
"Ant&oacute;nio Um, Dois, Tr&Ecirc;s",9246,3,2017,6275840
Lean on Pete,9392,1,2017,5340300
"Cured, The",9400,3,2017,3463106
A Royal Winter,9422,3,2017,6387232
Get My Gun,9455,3,2017,5833412
Stephanie,9459,3,2017,3829378
12 feet deep,9469,3,2017,5143226
"Beyond, The",9554,3,2017,5723416
What Did Jack Do?,9622,0,2017,11644096
Bigfoot: Blood Trap,9734,0,2017,3901340
Novitiate,9856,3,2017,4513316
Landline,10045,3,2017,5737862
"Female Brain, The",10024,3,2017,5752360
Barbie Video Game Hero,10053,3,2017,6185658
Tragedy Girls,10148,3,2017,3859272
Different Flowers,10638,3,2017,6096194
Fate/Stay Night: Heaven&#39;s Feel - I. Presage Flower,10289,2,2017,6129999014
Outside In,10389,3,2017,7260048
"Assignment, The",10434,1,2017,5034474
"Bar, The",10488,3,2017,5121816
Open Water 3: Cage Dive,10574,0,2017,4126568
Dead Body,10776,2,2017,3844962
"Bold, the Corrupt, and the Beautiful, The",10952,3,2017,7479784
Cult of Chucky,11062,3,2017,3280262
Ocean&#39;s 8,8280,3,2018,5164214
Truth or Dare,8347,3,2018,6772950
Leave No Trace,8421,3,2018,3892172
Pacific Rim: Uprising,8134,3,2018,2557478
Red Sparrow,8145,3,2018,2873282
Hereditary,8305,3,2018,7784604
Maze Runner: The Death Cure,8056,3,2018,4500922
Black Panther,8058,3,2018,1825683
Love per square foot,8073,3,2018,7853242
Early Man,8144,1,2018,4701724
Annihilation,8077,3,2018,2798920
Game Night,8080,3,2018,2704998
"Cloverfield Paradox, The",8082,3,2018,2548396
"Love, Simon",8142,1,2018,5164432
Hearts Beat Loud,8091,3,2018,7158430
Z-O-M-B-I-E-S,8199,3,2018,6878820
Isle of Dogs,8137,3,2018,5104604
When We First Met,8112,2,2018,5783956
Tomb Raider,8121,3,2018,1365519
Ready Player One,8125,3,2018,1677720
My Little Pony Equestria Girls: Forgotten Friendship,8126,3,2018,7869818
"Heiresses, The",8128,3,2018,7875464
"Titan, The",8151,2,2018,4986098
Life of the Party,8277,3,2018,5619332
A Quiet Place,8157,3,2018,6644200
En guerre,8276,1,2018,7555774
Avengers: Infinity War,8178,3,2018,4154756
"Guernsey Literary and Potato Peel Pie Society, The",8179,3,2018,1289403
Sorry to Bother You,8324,1,2018,5688932
"Kissing Booth, The",8214,3,2018,3799232
Pass Over,8263,0,2018,7768846
Deadpool 2,8229,2,2018,5463162
Au poste!,8319,0,2018,7156222
Ant-Man and the Wasp,8318,3,2018,5095030
Tully,8239,3,2018,5610554
American Animals,8317,1,2018,6212478
Solo: A Star Wars Story,8246,2,2018,3778644
"Man Who Killed Don Quixote, The",8247,1,2018,1318517
Tag,8313,3,2018,2854926
Incredibles 2,8290,3,2018,3606756
Kaala,8310,3,2018,6929642
Alex Strangelove,8298,2,2018,5688996
Set It Up,8308,3,2018,5304992
Jurassic World: Fallen Kingdom,8302,3,2018,4881806
Mamma Mia! Here We Go Again,8337,3,2018,6911608
Mission Impossible: Fallout,8342,1,2018,4912910
"First Purge , The",8343,3,2018,6133466
Teen Titans Go! To the Movies,8345,3,2018,7424200
Woman at War,8349,3,2018,7279188
Blindspotting,8351,1,2018,7242142
Eighth Grade,8359,3,2018,7014006
"Spy Who Dumped Me, The",8362,3,2018,6663582
Christopher Robin,8364,2,2018,4575576
I Feel Pretty,8365,3,2018,6791096
BlacKkKlansman,8368,3,2018,7349662
"Meg, The",8369,3,2018,4779682
Crazy Rich Asians,8378,3,2018,3104988
"Darkest Minds, The",8380,3,2018,4073790
Rampage,8381,3,2018,2231461
Le monde est a toi,8382,2,2018,6892462
Patient Zero,8383,1,2018,3458254
To All the Boys I&#39;ve Loved Before,8385,3,2018,3846674
Alpha,8386,0,2018,4244998
Carmen y Lola,8395,3,2018,7485508
6 Balloons,8396,3,2018,6142496
Burning,8397,0,2018,7282468
Sheherazade,8399,3,2018,8459250
"Wild Pear Tree, The",8400,2,2018,6628102
Slender Man,8407,3,2018,5690360
"Predator, The",8414,1,2018,3829266
A Simple Favor,8420,3,2018,7040874
My hero academia: Two heroes,8422,3,2018,7745068
Nappily Ever Aftet,8423,3,2018,365545
Johnny English Strikes Again,8424,1,2018,6921996
"House with a Clock in Its Walls, The",8425,1,2018,2119543
Smallfoot,8427,3,2018,6182908
A Star Is Born,8430,3,2018,1517451
Venom,8431,1,2018,1270797
Red Joan,9187,3,2018,7615302
Blockers,8433,3,2018,2531344
Sierra Burgess Is a Loser,8434,3,2018,3120280
An Elephant Sitting Still (Da xiang xi di er zuo),8443,0,2018,8020896
Apostle,8444,3,2018,6217306
First Man,8445,3,2018,1213641
Halloween,8452,3,2018,1502407
"Girl in the Spider&#39;s Web, The",8457,3,2018,5177088
A Wrinkle in Time,8459,3,2018,1620680
Mandy,8461,3,2018,6998518
Bohemian Rhapsody,8462,2,2018,1727824
Suspiria,8465,3,2018,1034415
Searching,8472,1,2018,7668870
En liberte!,8474,2,2018,7534068
Book Club,8475,3,2018,6857166
Jefe,8481,2,2018,7527538
Spider-Man : Into the Spider-Verse,8523,1,2018,4633694
Fantastic Beasts: The Crimes of Grindelwald,8484,2,2018,4123430
Can You Ever Forgive Me?,8485,3,2018,4595882
Please Stand By,8489,3,2018,4652650
"Favourite, The",8490,3,2018,5083738
Widows,8491,3,2018,4218572
Ralph Breaks the Internet,8492,3,2018,5848272
Hold the Dark,8495,1,2018,5057140
Aquaman,8522,3,2018,1477834
"Ballad of Buster Scruggs, The",8497,1,2018,6412452
"Hate U Give, The",8498,3,2018,5580266
Mid90s,8499,1,2018,5613484
Dog Days,8521,3,2018,7365604
Green Book,8512,1,2018,6966692
Dumplin&#39;,8514,3,2018,4878482
Bella Ciao!,8517,3,2018,5861756
Creed II,8518,3,2018,6343314
Wildling,8520,3,2018,5085924
Colette,8567,3,2018,5437928
Roma,8571,3,2018,6155172
Mortal Engines,8572,3,2018,1571234
Mary Queen of Scots,8573,3,2018,2328900
Bird Box,8574,3,2018,2737304
Mary Poppins Returns,8575,3,2018,5028340
Vice,8577,2,2018,6266538
"Old Man &amp; the Gun, The",8578,1,2018,2837574
Skate Kitchen,8579,3,2018,7545566
Free Solo,8580,1,2018,7775622
Overboard,8582,3,2018,1563742
Bumblebee,8585,3,2018,4701182
On the Basis of Sex,8587,3,2018,4669788
If Beale Street Could Talk,8588,3,2018,7125860
Cold War,8590,3,2018,6543652
Ben Is Back,8591,3,2018,7545524
Rafiki,8596,3,2018,8286894
L&#39;animale,8597,3,2018,6169920
"Miseducation of Cameron Post, The",8598,3,2018,6257174
Dude,8608,3,2018,3458510
Shoplifters,8611,3,2018,8075192
Andid edlilega (And Breathe Normally),8612,3,2018,6776106
"Sisters Brothers, The",8613,1,2018,4971344
Stan &amp; Ollie,8618,3,2018,3385524
"Mule, The",8626,2,2018,7959026
First Match,8630,3,2018,6061074
Cam,8631,3,2018,8361028
Dead in a Week: Or Your Money Back,8635,1,2018,3525168
"Nutcracker and the Four Realms, The",8637,3,2018,5523010
A private war,8651,1,2018,2368254
"Miracle Season, The",8654,3,2018,5427194
Assassination Nation,8656,3,2018,6205872
Greta,8658,3,2018,2639336
La chute de l&#39;empire americain,8660,1,2018,7231342
Instant Family,8661,3,2018,7401588
Vox Lux,8662,3,2018,5960374
Quien te cantara,8667,3,2018,6485304
Robin Hood,8671,1,2018,4532826
Don&#39;t Leave Home,8674,3,2018,6842126
Bullitt County,8678,3,2018,6140148
Destination Wedding,8683,0,2018,6987770
"Death and Life of John F. Donovan, The",8688,2,2018,4042818
Destroyer,8690,3,2018,7137380
Tito e os Passaros,8708,1,2018,8327492
My Little Pony Equestria Girls: Rollercoaster of Friendship,8711,3,2018,8717590
"Front Runner, The",8713,2,2018,7074886
Wild Rose,8714,3,2018,5117428
They Shall Not Grow Old,8715,0,2018,7905466
Say My Name,8718,3,2018,7250378
Jonathan,8724,1,2018,5639446
Andhadhun,8730,2,2018,8108198
Den of thieves,8733,2,2018,1259528
Jane Fonda in Five Acts,8734,3,2018,7689958
You,8743,3,2018,7335184
Raazi,8754,3,2018,7098658
Deslembro,8757,3,2018,8900098
It&#39;s a Beautiful Day,8762,0,2018,8457260
"Honor List, The",8780,3,2018,7237666
Genese,8785,0,2018,8287690
Deep Murder,8788,3,2018,6975598
I Like Me,8792,3,2018,7134690
Swiped,8797,2,2018,4867110
Float Like A Butterfly,8802,3,2018,7636672
Black 47,8803,1,2018,3208026
Support the Girls,8809,3,2018,6859352
Sgt. Stubby: An American Hero,8822,0,2018,5314190
Boy Erased,8832,1,2018,7008872
McQueen,8833,0,2018,6510332
Bad Times at the El Royale,8839,2,2018,6628394
Second Act,8851,1,2018,2126357
fifty shade freed,8858,1,2018,4477536
Lords of Chaos,8878,0,2018,4669296
Welcome to Marwen,8885,2,2018,3289724
NIght School,8890,3,2018,6781982
"Chaperone, The",8921,3,2018,2690226
In Fabric,8931,3,2018,7464188
Les invisibles,8938,3,2018,8633950
Simmba,8961,1,2018,7212726
"Happytime Murders, The",8977,3,2018,1308728
Meio Irmao,9011,3,2018,6678876
Egg,9012,3,2018,7317324
La camarista,9019,3,2018,8331988
Constantine: City of Demons,9020,2,2018,6404896
"Public, The",9032,3,2018,3294746
Agapornis,9061,3,2018,8479120
Saints Rest,9066,3,2018,5936578
Tyler Perry&#39;s Acrimony,9074,1,2018,6063050
Senses 1&amp;2,9077,3,2018,10174382
Braven,9111,3,2018,5001754
We Have Always Lived in the Castle,9116,3,2018,5952138
Snapshots,9117,3,2018,5322168
Ted - For karlekens skull,9125,0,2018,6204018
Tau,9127,3,2018,4357394
Hjartat,9129,3,2018,6164698
Innan vintern kommer,9131,0,2018,7791048
"Cake General, The",9132,3,2018,6889032
Amatorer,9133,3,2018,7893992
Toppen av ingenting,9134,0,2018,6258766
La tribu,9137,3,2018,6708044
Ophelia,9140,3,2018,5690810
"Grinch, The",9150,3,2018,2709692
I am Not an Easy Man / Je ne suis pas un homme facile,9153,3,2018,6857988
Rampant,9163,1,2018,6927152
Climax,9167,3,2018,8359848
"Transcendents, The",9235,3,2018,5980638
Banana Split,9245,3,2018,7755856
Diamantino,9260,3,2018,6522668
Capernaum,9287,3,2018,8267604
Gekijo-ban Non Non Biyori: Vacation,9303,3,2018,7785128
Possum,9307,0,2018,6081670
"House That Jack Built, The",9308,1,2018,4003440
"Princess Switch, The",9357,3,2018,8954732
Level 16,9412,3,2018,4006302
"Last Sharknado: It&#39;s About Time, The",9420,3,2018,8031422
In Safe Hands,9450,1,2018,7543930
Tell It to the Bees,9447,3,2018,7241926
Furlough,9445,3,2018,5291792
Delirium,9478,1,2018,2069797
K.G.F: Chapter 1,9961,1,2018,7838252
Ask for Jane,9503,3,2018,6466058
Upgrade,9520,2,2018,6499752
Deep Blue Sea 2,9542,1,2018,7086706
Master Z: The Ip Man Legacy,9568,3,2018,7262882
Anon,9630,0,2018,5397194
"Breaker Upperers, The",9798,3,2018,6728096
She-Ra and the Princesses of Power,9807,3,2018,7745956
"Fortnite: Battle, Build, Survive!",9858,3,2018,11791228
Bethany Hamilton: Unstoppable,10049,1,2018,6435258
Bearkittens,9968,3,2018,7225144
Undertow,9969,3,2018,6342316
"Boat, The",9976,0,2018,7468616
What Keeps You Alive,10032,3,2018,7073710
Zoe,10089,3,2018,6010628
Timeless,10165,3,2018,5511582
Mirage,10125,3,2018,6908274
Daphne &amp; Velma,10134,3,2018,7689052
"Strangers: Prey At Night, The",10146,3,2018,1285009
Ast&eacute;rix: Le secret de la potion magique (Asterix: The Secret of the Magic Potion),10189,2,2018,8001346
Wild Nights with Emily,10217,3,2018,5176580
Luke Cage,10229,1,2018,3322314
Sherlock Gnomes,10250,3,2018,2296777
Next Gen,10252,3,2018,7133686
I Want to Eat Your Pancreas,10258,3,2018,7236034
Lizzie,10270,1,2018,5160938
Life Itself,10363,3,2018,5989218
"Death of Superman, The",10390,3,2018,7167658
Operation Finale,10392,1,2018,5208252
Death Toilet,10405,0,2018,8760724
Where Hands Touch,10419,3,2018,1235187
Charlie Says,10491,3,2018,1759744
Persona 5 The Animation,10529,1,2018,8010544
Fast Color,10650,3,2018,6418778
"Tower, The",10639,3,2018,5847768
Beautiful Boy,10669,1,2018,1226837
Hanalei Bay,10693,0,2018,8332772
Hotel Artemis,10735,3,2018,5834262
Overlord,10771,0,2018,4530422
Bad Samaritan,10772,1,2018,3203528
Batman Ninja,10773,1,2018,7451284
Batman: Gotham By Gaslight,10774,1,2018,7167630
Fauve,10775,0,2018,7467476
Freaks,10811,3,2018,8781414
Agatha and the Truth of Murder,10812,3,2018,9381998
How to be really bad,10828,3,2018,5571754
Hotel Mumbai,10894,2,2018,5461944
High Life,10899,3,2018,4827558
Peter Rabbit,11014,3,2018,5117670
Rim of the World,8749,0,2019,8179388
How to Train Your Dragon: The Hidden World,8607,2,2019,2386490
We Are Little Zombies,8609,2,2019,9358120
"Kid Who Would Be King, The",8615,1,2019,6811018
Polar,8616,2,2019,4139588
Close,8617,3,2019,5316540
Serenity,8620,1,2019,6476140
Soni,8623,3,2019,6078866
Us,8681,3,2019,6857112
Cold Pursuit,8639,1,2019,5719748
"Wandering Earth (Liu Lang Di Qiu), The",8640,3,2019,7605074
Alita: Battle Angel,8642,3,2019,437086
"Lego Movie 2: The Second Part, The",8645,3,2019,3513498
American Woman,8647,3,2019,9109492
Le chant du loup,8655,0,2019,7458762
Isn&#39;t It Romantic,8659,3,2019,2452244
Captain Marvel,8668,3,2019,4154664
Fighting with My Family,8679,3,2019,6513120
Happy Death Day 2U,8684,3,2019,8155288
Triple Frontier,8687,1,2019,1488606
Shazam!,8693,3,2019,448115
Gully Boy,8699,1,2019,2395469
My Little Pony: Equestria Girls: Spring Breakdown,8709,3,2019,8734872
Someone Great,8717,3,2019,8075260
Zoombies 2,8796,3,2019,9670282
Avengers: Endgame,8720,3,2019,4154796
"Curse of La Llorona, The",8722,3,2019,4913966
Guava Island,8725,2,2019,8858104
"Silence, The",8727,3,2019,7315484
Miss Bala,8728,3,2019,5941692
Pokemon Detective Pikachu,8740,3,2019,5884052
"Hustle, The",8741,3,2019,1298644
Unplanned,8742,3,2019,9024106
Wine Country,8744,3,2019,8169446
Booksmart,8747,3,2019,1489887
Aladdin,8750,3,2019,6139732
Nancy Drew and the Hidden Staircase,8753,3,2019,8323104
John Wick: Chapter 3 - Parabellum,8755,1,2019,6146586
Ma,8758,3,2019,7958736
Always Be My Maybe,8760,3,2019,7374948
Dark Phoenix,8761,3,2019,6565702
"Perfect Date, The",8763,2,2019,8201170
Late Night,8764,3,2019,6107548
Brightburn,8765,2,2019,7752126
Godzilla: King of the Monsters,8766,3,2019,3741700
