title,imdbid,year,rating,POPULARITY,passed
Indiana Jones and the Kingdom of the Crystal Skull,367882,2008,1,22.0,False
My Prison Yard,1103193,2008,3,1.342,True
"Chronicles of Narnia: Prince Caspian, The",499448,2008,3,38.886,True
Dim Sum Funeral,1216477,2008,3,3.044,True
Stargate: Continuum,929629,2008,1,10.546,False
Happy-Go-Lucky,1045670,2008,3,13.239,True
Step Up 2: The Streets,1023481,2008,3,21.748,True
Horton Hears a Who!,451079,2008,1,22.812,False
"Forbidden Kingdom, The",865556,2008,1,18.884,False
Marley &amp; Me,822832,2008,2,16.456,False
Igor,465502,2008,2,16.695,False
Passengers,449487,2008,3,15.37,True
Mesrine: Killer Instinct,1259014,2008,1,8.361,False
Miracle at St. Anna,1046997,2008,2,12.615,False
RocknRolla,1032755,2008,1,17.559,False
Lorna&#39;s Silence,1186369,2008,3,5.909,True
Stargate: The Ark of Truth,942903,2008,3,10.263,True
Wild Child,1024255,2008,3,15.621,True
Martyrs,1029234,2008,3,16.853,True
"Synecdoche, New York",383028,2008,3,11.547,True
Sauna,1124394,2008,1,4.125,False
"Other Boleyn Girl, The",467200,2008,3,19.205,True
"Tale of Despereaux, The",420238,2008,3,13.82,True
Fireproof,1129423,2008,2,28.987,False
Dance of the Dead,926063,2008,1,10.384,False
French Film,986230,2008,3,2.88,True
T&ocirc;ky&ocirc; sonata (Tokyo Sonata),938341,2008,1,5.741,False
Wendy and Lucy,1152850,2008,3,11.337,True
Chi bi (Red Cliff),425637,2008,1,9.711,False
"Sky Crawlers, The",1056437,2008,3,11.907,True
Forgetting Sarah Marshall,800039,2008,3,19.093,True
Australia,455824,2008,2,21.867,False
Ashes of Time Redux,109688,2008,1,6.821,False
Killshot,443559,2008,1,10.862,False
Mad Money,951216,2008,3,10.556,True
Damn Bastard!,1056444,2008,0,0.633,False
American Violet,1152397,2008,3,5.498,True
S&eacute;raphine,1048171,2008,3,4.221,True
Seven Pounds,814314,2008,3,31.312,True
Coco Chanel,1094661,2008,3,7.188,True
Phoebe in Wonderland,1034325,2008,3,9.914,True
Zombie Strippers!,960890,2008,3,14.528,True
Hamlet 2,1104733,2008,3,11.588,True
Deception,800240,2008,1,15.394,False
What Doesn&#39;t Kill You,1133991,2008,1,11.275,False
"Loss of a Teardrop Diamond, The",896031,2008,3,6.738,True
"Brothers Bloom, The",844286,2008,3,11.157,True
Rain,965440,2008,3,0.84,True
35 Shots of Rum,1100048,2008,3,3.878,True
Everlasting Moments,961066,2008,3,4.563,True
Adulthood,1126596,2008,2,11.498,False
Valkyrie,985699,2008,1,16.12,False
Outpost,892899,2008,0,11.174,False
"World is Big and Salvation Lurks Around the Corner, The",1178197,2008,1,2.995,False
Transsiberian,800241,2008,3,11.192,True
While She Was Out,887971,2008,3,11.2,True
Day of the Dead,489018,2008,3,12.451,True
"Angus, Thongs and Perfect Snogging",963743,2008,3,11.293,True
Barbie and the Diamond Castle,1294138,2008,3,22.401,True
Three Kingdoms: Resurrection of the Dragon,882978,2008,1,7.695,False
Lion&#39;s Den,1022606,2008,3,3.418,True
Diary of a Nymphomaniac,1111890,2008,3,25.085,True
I Sell the Dead,902290,2008,1,12.637,False
"Duchess, The",864761,2008,3,12.025,True
Paris 36,948535,2008,1,4.344,False
"Edge of Love, The",819714,2008,3,9.803,True
La belle personne,1263778,2008,3,6.034,True
Were the World Mine,476991,2008,3,10.46,True
"Strangers, The",482606,2008,3,21.996,True
Ghost in the Shell 2.0,1260502,2008,3,23.189,True
Defiance,1034303,2008,3,14.205,True
Doomsday,483607,2008,3,14.062,True
Management,1082853,2008,2,8.552,False
Fly Me to the Moon,486321,2008,0,9.622,False
"Baader Meinhof Complex, The",765432,2008,3,7.151,True
"Welcome Home, Roscoe Jenkins",494652,2008,3,13.594,True
Dante 01,487928,2008,3,7.493,True
Older Than America,932669,2008,3,3.721,True
Seventh Moon,1052040,2008,0,6.885,False
"Spirit, The",831887,2008,2,11.836,False
Grizzly Park,915460,2008,3,5.729,True
Made of Honor,866439,2008,2,14.868,False
Possession,368563,2008,3,9.784,True
Deadgirl,896534,2008,0,10.808,False
Prom Night,926129,2008,3,13.197,True
Princess: A Modern Fairtyale,1052352,2008,3,5.191,True
Mirrors,790686,2008,1,21.989,False
Over Her Dead Body,785007,2008,3,9.558,True
Superhero Movie,426592,2008,3,15.972,True
Bronson,1172570,2008,1,12.917,False
"Ruins, The",963794,2008,3,14.464,True
Dead at 17,1153103,2008,3,2.306,True
I Can&#39;t Think Straight,830570,2008,3,10.482,True
"Mummy: Tomb of the Dragon Emperor, The",859163,2008,3,32.535,True
Casi divas,1049948,2008,3,1.955,True
"Family That Preys, The",1142798,2008,3,7.315,True
Revanche,1173745,2008,1,7.886,False
"Chaser, The",1190539,2008,0,11.717,False
"Secret of Moonacre, The",396707,2008,3,9.96,True
Nothing But the Truth,1073241,2008,3,10.872,True
Keith,435679,2008,3,9.271,True
Last Chance Harvey,1046947,2008,3,8.213,True
"Burning Plain, The",1068641,2008,3,10.849,True
Bienvenue chez les Ch&#39;tis,1064932,2008,2,11.733,False
Camp Rock,1055366,2008,3,23.783,True
Skin,964586,2008,3,3.882,True
"X-Files: I Want to Believe, The",443701,2008,3,15.529,True
Sleep Dealer,804529,2008,0,9.414,False
Pretty Ugly People,874425,2008,3,6.053,True
"10,000 BC",443649,2008,1,21.168,False
All about women,1037146,2008,3,2.743,True
Sparrow,491044,2008,0,3.496,False
Camino,1206285,2008,3,8.596,True
La mujer sin cabeza,1221141,2008,3,3.72,True
Etz Limon,1172963,2008,3,3.007,True
Rambo,462499,2008,0,44.498,False
"Boy in the Striped Pajamas, The",914798,2008,3,23.35,True
"Bleach: Fade to Black, I Call Your Name",1339302,2008,3,19.174,True
Solo Quiero Caminar,1078600,2008,3,2.794,True
Die Welle,1063669,2008,3,11.582,True
A Wednesday,1280558,2008,1,7.284,False
Brideshead Revisited,412536,2008,1,8.157,False
Hunger,986233,2008,0,10.549,False
Picture This,1076252,2008,2,9.985,False
Dead Space: Downfall,1267379,2008,2,21.851,False
Mannen som elsket Yngve,1114723,2008,1,2.454,False
Valami Amerika 2,1235075,2008,1,1.878,False
Bottle Shock,914797,2008,1,9.855,False
"Spiderwick Chronicles, The",416236,2008,0,22.109,False
iCarly: iGo to Japan,1286124,2008,3,14.139,True
Saw V,1132626,2008,3,34.549,True
Lakeview Terrace,947802,2008,3,11.799,True
Yip Man,1220719,2008,0,18.429,False
Meet the Spartans,1073498,2008,1,23.282,False
Never Back Down,1023111,2008,2,51.722,False
Strange Wilderness,489282,2008,0,11.692,False
Star Wars: The Clone Wars,1185834,2008,1,21.234,False
Somers Town,1172206,2008,1,7.241,False
You Don&#146;t Mess with the Zohan,960144,2008,1,26.298,False
The Little Mermaid: Ariel&#39;s Beginning,969647,2008,3,1.307,True
Madagascar escape 2 africa,479952,2008,0,41.513,False
College Road Trip,997047,2008,1,11.944,False
Body of Lies,758774,2008,2,17.36,False
Fifty Dead Men Walking,1097643,2008,2,8.554,False
Beverly Hills Chihuahua,1014775,2008,3,19.539,True
Futurama: Into the Wild Green Yonder,1054487,2009,3,11.902,True
Dead Like Me: Life After Death,1079444,2009,3,10.414,True
Thick as Thieves,1112782,2009,1,16.089,False
Adventureland,1091722,2009,3,13.924,True
Coraline,327597,2009,3,75.058,True
17 Again,974661,2009,3,24.399,True
Star Trek,796366,2009,3,32.249,True
Angels &amp; Demons,808151,2009,0,19.284,False
Up,1049413,2009,1,41.031,False
Terminator Salvation,438488,2009,2,27.888,False
"Soloist, The",821642,2009,1,13.11,False
Push,465580,2009,3,22.711,True
Knowing,448011,2009,1,22.668,False
Watchmen,409459,2009,3,34.156,True
"Hangover, The",1119646,2009,1,48.593,False
Public Enemies,1152836,2009,1,25.792,False
Harry Potter and the Half-Blood Prince,417741,2009,3,88.028,True
Grey Gardens,758751,2009,3,9.867,True
Princess Protection Program,1196339,2009,3,18.622,True
Funny People,1201167,2009,1,13.009,False
Blood: The Last Vampire,806027,2009,3,12.921,True
Julie &amp; Julia,1135503,2009,3,16.241,True
(500) Days of Summer,1022603,2009,1,28.004,False
G.I. Joe: The Rise of Cobra,1046173,2009,1,26.035,False
"Taking of Pelham 123, The",1111422,2009,0,17.881,False
Ice Age: Dawn of the Dinosaurs,1080016,2009,1,49.582,False
District 9,1136608,2009,1,35.333,False
Orphan,1148204,2009,3,38.739,True
Transformers: Revenge of the Fallen,1055369,2009,3,11.598,True
Br&uuml;no,889583,2009,0,15.018,False
"Girl with the Dragon Tattoo, The",1132620,2009,3,19.504,True
9,472033,2009,0,40.309,False
In the Loop,1226774,2009,3,8.751,True
Whatever Works,1178663,2009,3,12.86,True
Duplicity,1135487,2009,2,12.752,False
X-Men Origins: Wolverine,458525,2009,3,3.435,True
Echelon Conspiracy,1124039,2009,0,23.225,False
"I Love You, Man",1155056,2009,2,11.833,False
Whip It,1172233,2009,3,11.82,True
Surrogates,986263,2009,1,23.027,False
Zombieland,1156398,2009,3,44.378,True
"Maiden Heist, The",1107860,2009,0,10.354,False
Cloudy with a Chance of Meatballs,844471,2009,1,33.218,False
Tsar,1424431,2009,1,2.993,False
Underworld: Rise of the Lycans,834001,2009,1,23.992,False
Moon,1182345,2009,1,20.959,False
"Men Who Stare at Goats, The",1234548,2009,0,14.325,False
Fantastic Mr. Fox,432283,2009,1,23.845,False
"Invention of Lying, The",1058017,2009,2,9.204,False
Inglourious Basterds,361748,2009,3,31.825,True
"Princess and the Frog, The",780521,2009,3,34.721,True
Ninja Assassin,1186367,2009,1,26.7,False
Up in the Air,1193138,2009,2,17.556,False
Avatar,499549,2009,3,80.918,True
Sherlock Holmes,988045,2009,1,37.298,False
Precious: Based on the Novel Push by Sapphire,929632,2009,3,14.075,True
Bitch Slap,1212974,2009,3,10.216,True
"House of the Devil, The",1172994,2009,3,11.399,True
A Perfect Getaway,971209,2009,3,21.098,True
Jennifer&#39;s Body,1131734,2009,3,46.894,True
Antichrist,870984,2009,0,18.448,False
Drag Me to Hell,1127180,2009,3,31.78,True
Ghosted,1252595,2009,3,1.943,True
Madeo,1216496,2009,3,13.459,True
Spring Breakdown,814331,2009,3,8.281,True
Agora,1186830,2009,1,15.112,False
"Imaginarium of Doctor Parnassus, The",1054606,2009,1,17.285,False
A Single Man,1315981,2009,1,12.545,False
"Secret of Kells, The",485601,2009,0,10.14,False
Nine,875034,2009,2,13.048,False
Dogtooth,1379182,2009,3,10.377,True
"Road, The",898367,2009,1,21.069,False
Helen,1012729,2009,3,5.95,True
"Lovely Bones, The",380510,2009,3,26.9,True
Red Riding: In the Year of Our Lord 1974,1259574,2009,1,10.106,False
Capitalism: A Love Story,1232207,2009,1,10.417,False
I Love You Phillip Morris,1045772,2009,1,8.784,False
Bring It On: Fight to the Finish,1349482,2009,3,0.845,True
It&#39;s Complicated,1230414,2009,3,15.523,True
"Private Lives of Pippa Lee, The",1134629,2009,3,8.109,True
New Moon,1259571,2009,3,54.082,True
My Sister&#39;s Keeper,1078588,2009,3,14.107,True
Away We Go,1176740,2009,3,10.544,True
Soul Kitchen,1244668,2009,1,7.507,False
"Boat That Rocked, The",1131729,2009,3,14.91,True
Fish Tank,1232776,2009,3,9.914,True
An Education,1174732,2009,3,16.952,True
Bright Star,810784,2009,3,9.175,True
Law Abiding Citizen,1197624,2009,3,21.629,True
Splice,1017460,2009,3,25.851,True
Astro Boy,375568,2009,3,20.516,True
Daybreakers,433362,2009,1,20.676,False
Confessions of a Shopaholic,1093908,2009,3,16.232,True
Humpday,1334537,2009,1,5.495,False
Frequently Asked Questions About Time Travel,910554,2009,2,13.227,False
"Last Station, The",824758,2009,3,9.194,True
Brooklyn&#39;s Finest,1210042,2009,1,16.457,False
"Human Centipede (First Sequence), The",1467304,2009,3,30.546,True
"Informant!, The",1130080,2009,1,9.129,False
Serious Moonlight,1133993,2009,2,9.739,False
"Girl on the Train, The",1183672,2009,3,3.046,True
Villa Amalia,1348327,2009,3,3.231,True
Air Doll,1371630,2009,1,7.118,False
Invictus,1057500,2009,1,12.644,False
Chloe,1352824,2009,3,20.323,True
White Material,1135952,2009,3,5.048,True
Vision - Aus dem Leben der Hildegard von Bingen,995850,2009,3,3.626,True
Yesterday Was a Lie,448182,2009,3,4.852,True
Go get some rosemary,1426362,2009,1,5.906,False
Life During Wartime,808526,2009,3,8.214,True
Mr. Nobody,485947,2009,1,22.163,False
Planet 51,762125,2009,1,17.139,False
Cargo,381940,2009,3,8.913,True
44 Inch Chest,914837,2009,1,7.485,False
Nothing Personal,1320352,2009,3,3.945,True
Youth in Revolt,403702,2009,1,10.648,False
All About Steve,881891,2009,3,9.986,True
London River,1227787,2009,3,5.432,True
"Proposal, The",1041829,2009,2,31.021,False
Hua Mulan,1308138,2009,3,10.806,True
Mother and Child,1121977,2009,3,9.496,True
Cairo Time,896529,2009,3,9.593,True
Map of the Sounds of Tokyo,1185376,2009,1,2.743,False
Exam,1258197,2009,3,15.053,True
Cooking with Stella,1479676,2009,3,2.539,True
Hideaway (Le refuge),1504429,2009,3,3.59,True
Summer Wars,1474276,2009,3,16.991,True
Brothers,765010,2009,3,13.53,True
"Slammin&#39; Salmon, The",1135525,2009,3,8.367,True
"Young Victoria, The",962736,2009,3,14.564,True
Perrier&#39;s Bounty,1003034,2009,0,6.237,False
"Unloved, The",1268989,2009,3,5.135,True
"Girlfriend Experience, The",1103982,2009,3,10.634,True
Bride Wars,901476,2009,3,18.031,True
Coco Chanel &amp; Igor Stravinsky,1023441,2009,2,6.649,False
2012,1190080,2009,1,35.102,False
"Assassin Next Door, The",1198153,2009,3,4.575,True
Survival of the Dead,1134854,2009,1,17.506,False
"Unborn, The",1139668,2009,3,32.608,True
"Ugly Truth, The",1142988,2009,2,19.33,False
Thirst (Bakjwi),762073,2009,3,13.683,True
Case 39,795351,2009,3,21.857,True
A Prophet (Un Prophete),1235166,2009,1,10.989,False
Micmacs (Micmacs &agrave; tire-larigot),1149361,2009,3,7.047,True
"Limits of Control, The",1135092,2009,1,9.128,False
Still waiting,1116186,2009,3,9.666,True
Lebanon,1483831,2009,0,6.3,False
Jaffa,1406160,2009,3,1.759,True
Lourdes,1405809,2009,3,3.248,True
"Police, Adjective",1337051,2009,1,4.2,False
"Disappearance of Alice Creed, The",1379177,2009,0,9.406,False
Coco avant Chanel,1035736,2009,3,7.323,True
Defendor,1303828,2009,1,16.248,False
A Serious Man,1019452,2009,2,12.039,False
Lesbian Vampire Killers,1020885,2009,3,9.922,True
"Time Traveler&#39;s Wife, The",452694,2009,3,20.755,True
Everybody&#39;s Fine,780511,2009,2,11.459,False
"Scouting Book for Boys, The",1022885,2009,2,4.282,False
Crossing Over,924129,2009,3,12.63,True
"Blind Side, The",878804,2009,2,31.506,False
Storm,768239,2009,3,2.772,True
"Good Guy, The",1247662,2009,3,10.669,True
"Girl Who Kicked the Hornets&#39; Nest, The",1343097,2009,3,11.914,True
Ondine,1235796,2009,3,7.597,True
Suck,1323605,2009,1,9.147,False
"Girl Who Played with Fire, The",1216487,2009,3,12.476,True
TiMER,1179794,2009,2,8.704,False
Tournament,471041,2009,0,17.383,False
J&#39;ai tu&eacute; ma m&egrave;re,1424797,2009,2,11.11,False
"Box, The",362478,2009,3,10.949,True
My Last Five Girlfriends,1050002,2009,3,3.497,True
Get Low,1194263,2009,1,10.787,False
Brief Interviews With Hideous Men,790627,2009,0,4.863,False
Where the Wild Things Are,386117,2009,1,21.859,False
Uncertainty,1086216,2009,3,7.124,True
G-Force,436339,2009,1,13.233,False
Cracks,1183665,2009,3,9.475,True
Fast &amp; Furious,1013752,2009,1,4.577,False
Paper Heart,1331064,2009,3,7.863,True
"Bad Lieutenant: Port of Call - New Orleans, The",1095217,2009,3,15.0,True
Le h&eacute;risson,1442519,2009,3,8.404,True
Kaiji: The Ultimate Gambler,1309449,2009,0,2.97,False
Mega Shark vs Giant Octopus,1350498,2009,0,10.443,False
My Bloody Valentine 3D,1179891,2009,2,17.303,False
Gamer,1034032,2009,1,25.2,False
"City of Your Final Destination, The",896923,2009,3,6.335,True
"Boondock Saints II: All Saints Day, The",1300851,2009,0,10.793,False
Mutants,1146320,2009,3,5.082,True
Desert Flower,1054580,2009,3,10.73,True
Monsters vs Aliens,892782,2009,3,31.669,True
Mary and Max,978762,2009,1,15.305,False
Enter the Void,1191111,2009,1,12.95,False
Dear Lemon Lima,1242423,2009,3,4.574,True
"Messenger, The",790712,2009,1,11.465,False
Broken Embraces,913425,2009,3,8.288,True
"Double Hour, The",1379222,2009,3,3.669,True
Finding Bliss,1185242,2009,3,7.002,True
Veronika Decides to Die,1068678,2009,3,10.678,True
Year of the Carnivore,1372306,2009,3,3.194,True
OSS 117: Lost in Rio,1167660,2009,1,8.732,False
3 Idiots,1187043,2009,1,17.324,False
Professor Layton and the Eternal Diva,1488591,2009,3,4.674,True
"My Son, My Son, What Have Ye Done",1233219,2009,2,8.66,False
"Horde, The",1183276,2009,0,7.747,False
C Me Dance,1314645,2009,3,2.431,True
He&#39;s Just Not That Into You,1001508,2009,3,16.471,True
Harry Brown,1289406,2009,1,10.002,False
Headhunter,1322315,2009,1,2.323,False
"Dancer and the Thief, The",1243375,2009,0,2.194,False
"Concert, The",1320082,2009,2,7.491,False
Wonder Woman,1186373,2009,3,16.319,True
Paa,1532957,2009,2,3.277,False
Evangelion: 2.0 You Can (Not) Advance,860906,2009,3,19.047,True
Armored,913354,2009,0,11.492,False
Wild About Harry,435711,2009,3,1.222,True
Albino Farm,1050001,2009,3,7.219,True
Attack on Leningrad,432314,2009,3,5.313,True
"Girl (Flickan), The",1342378,2009,3,1.413,True
Tinker Bell and the Lost Treasure,1216516,2009,3,23.091,True
Technotise - Edit i ja,1372301,2009,3,4.558,True
According to Greta,1059925,2009,3,8.317,True
Black Dynamite,1190536,2009,2,8.648,False
Infestation,1020543,2009,3,10.197,True
"Good Witch&#39;s Garden, The",1312251,2009,3,6.571,True
Valhalla Rising,862467,2009,0,11.089,False
Pandorum,1188729,2009,1,23.194,False
Deadline,1242618,2009,3,10.108,True
"Fourth Kind, The",1220198,2009,3,19.473,True
In the Electric Mist,910905,2009,2,11.346,False
"Skeptic, The",493451,2009,1,11.416,False
Fired Up!,1083456,2009,1,11.66,False
Vampire Girl versus Frankenstein Girl,1425928,2009,3,3.937,True
One Hot Summer,1422201,2009,2,2.451,False
Adam,1185836,2009,2,9.091,False
I Come with the Rain,1024744,2009,0,5.78,False
Whiteout,365929,2009,3,86.431,True
Dead Hooker in a Trunk,1508661,2009,3,5.164,True
Natale a Beverly Hills,1504362,2009,1,6.018,False
"Wild Hunt, The",1493886,2009,1,4.05,False
Elsewhere,874271,2009,3,7.888,True
Friday the 13th,758746,2009,2,38.443,False
"Final Destination, The",1144884,2009,3,31.998,True
Carriers,806203,2009,3,24.349,True
[Rec] 2,1245112,2009,1,20.5,False
"Uninvited, The",815245,2009,3,18.554,True
David&#39;s Birthday,1273204,2009,3,3.134,True
Polytechnique,1194238,2009,3,6.647,True
Surviving Evil,804539,2009,3,5.384,True
Not Since You,1072438,2009,2,5.093,False
12 Men of Christmas,1446201,2009,3,6.119,True
State of Play,473705,2009,3,15.262,True
El nino pez,1235842,2009,3,3.426,True
El traspatio (Backyard),1257579,2009,3,4.83,True
Nowhere Boy,1266029,2009,3,9.844,True
Heartless,1220214,2009,1,9.75,False
Awaydays,1137436,2009,2,6.559,False
"Last House on the Left, The",844708,2009,3,15.85,True
Amelia,1129445,2009,3,7.145,True
Drool,1268962,2009,3,3.884,True
Make the Yuletide Gay,1305714,2009,3,11.69,True
Reykjavik Whale Watching Massacre,1075749,2009,3,4.097,True
"Joneses, The",1285309,2009,3,9.395,True
Aliens in the Attic,775552,2009,3,12.068,True
Queen to Play,1082009,2009,3,3.738,True
Triangle,1187064,2009,3,19.802,True
Love Takes Wing,1269560,2009,3,7.553,True
Children of the Corn,1290135,2009,1,11.7,False
Cosmonauta,1332054,2009,3,2.063,True
Love Happens,899106,2009,3,12.761,True
Bran Nue Dae,1148165,2009,1,4.83,False
Redline,1483797,2009,3,10.648,True
Solomon Kane,970452,2009,3,18.812,True
Sorority Row,1232783,2009,3,12.955,True
Taking Woodstock,1127896,2009,1,10.956,False
After.Life,838247,2009,1,60.067,False
"Descent: Part 2, The",1073105,2009,3,18.941,True
Chohatsu Daikaiju Gehara,3671900,2009,0,0.6,False
Madea Goes to Jail,1142800,2009,0,12.209,False
"Cry of the Owl, The",1034302,2009,0,8.473,False
Tales from the Catholic Church of Elvis!,1082876,2009,3,0.647,True
Beautiful Kate,1209377,2009,3,4.817,True
I can do bad all by myself,1385912,2009,1,12.587,False
Georgia O&#39;Keeffe,1320286,2009,3,3.961,True
Butter bei die Fische,1362534,2009,3,0.84,True
Land of the Lost,457400,2009,0,11.293,False
(Untitled),1132193,2009,1,5.785,False
Accidents Happen,1119123,2009,3,4.217,True
Cherrybomb,1248971,2009,1,7.879,False
Dorian Gray,1235124,2009,1,14.748,False
Fatal Rescue,1144825,2009,1,2.127,False
Looking for Eric,1242545,2009,1,6.794,False
Celda 211,1242422,2009,0,12.923,False
"Hole, The",1085779,2009,3,8.679,True
Hachi: A Dog&#39;s Tale,1028532,2009,1,28.334,False
Breaking Upwards,1247644,2009,3,3.98,True
Killer Bean Forever,1340108,2009,0,14.683,False
Year One,1045778,2009,3,14.933,True
Cold Souls,1127877,2009,1,11.362,False
Pope Joan,458455,2009,3,7.35,True
Night at the Museum: Battle of the Smithsonian,1078912,2009,1,24.29,False
1,408060,2009,3,1.676,True
"Greatest, The",1226232,2009,3,9.197,True
Old Dogs,976238,2009,3,11.207,True
Hannah Montana: The Movie,1114677,2009,2,24.403,False
Paul Blart: Mall Cop,1114740,2009,1,19.003,False
Crazy Heart,1263670,2009,1,14.931,False
Fighting,1082601,2009,1,11.466,False
Saw VI,1233227,2009,3,35.158,True
"Crazies, The",455407,2010,3,19.669,True
Alice in Wonderland,1014759,2010,3,28.289,True
Our Family Wedding,1305583,2010,3,8.588,True
Green Zone,947810,2010,0,17.311,False
Diary of a Wimpy Kid,1196141,2010,3,15.684,True
How to Train Your Dragon,892769,2010,3,49.847,True
Hot Tub Time Machine,1231587,2010,1,16.776,False
Shutter Island,1130884,2010,1,32.476,False
"Wolfman, The",780653,2010,1,23.817,False
Repo Men,1053424,2010,3,17.838,True
Kick-Ass,1250777,2010,1,30.385,False
Cemetery Junction,1196204,2010,2,10.189,False
Date Night,1279935,2010,3,15.532,True
Iron Man 2,1228705,2010,3,45.788,True
"Back-up Plan, The",1212436,2010,3,10.747,True
Robin Hood,955308,2010,3,25.586,True
Letters to Juliet,892318,2010,3,19.55,True
MacGruber,1470023,2010,1,12.208,False
"Ghost Writer, The",1139328,2010,2,18.025,False
Prince of Persia: The Sands of Time,473075,2010,0,33.067,False
"Runaways, The",1017451,2010,3,14.673,True
Sex and the city 2,1261945,2010,3,25.7,True
Book of Eli,1037705,2010,3,24.559,True
Get Him To The Greek,1226229,2010,1,12.422,False
Greenberg,1234654,2010,1,10.891,False
Shrek Forever After,892791,2010,1,60.332,False
Just Wright,1407061,2010,3,11.546,True
Please Give,878835,2010,3,9.118,True
Winter&#39;s Bone,1399683,2010,3,15.632,True
"Karate Kid, The",1155076,2010,3,41.569,True
Tiny Furniture,1570989,2010,3,7.976,True
Toy Story 3,435761,2010,3,51.595,True
Peacock,1188113,2010,1,9.064,False
"A-Team, The",429493,2010,0,47.198,False
Legion,1038686,2010,3,30.535,True
Grown Ups,1375670,2010,3,43.232,True
Exit Through the Gift Shop,1587707,2010,0,11.027,False
Valentine&#39;s Day,817230,2010,3,18.107,True
I Am Love,1226236,2010,3,6.652,True
Boy,1560139,2010,1,8.688,False
"Last Airbender, The",938283,2010,1,27.029,False
"Switch, The",889573,2010,2,15.044,False
Ramona and Beezus,493949,2010,3,10.56,True
Centurion,1020558,2010,1,11.017,False
"Expendables, The",1320253,2010,1,27.107,False
Shelter,1179069,2010,3,49.592,True
"Sorcerer&#39;s Apprentice, The",963966,2010,1,25.068,False
Remember Me,1403981,2010,3,16.913,True
"Town, The",840361,2010,1,27.899,False
Middle Men,1251757,2010,1,18.248,False
"Other Guys, The",1386588,2010,2,18.006,False
La tete en friche,1455151,2010,1,5.257,False
You Will Meet a Tall Dark Stranger,1182350,2010,3,11.817,True
Resident Evil: Afterlife,1220634,2010,3,1.306,True
Salt,944835,2010,3,34.6,True
Knight and Day,1013743,2010,2,27.948,False
Skeletons,1425933,2010,3,5.264,True
Una hora mas en Canarias,1161411,2010,3,1.349,True
"Kids Are All Right, The",842926,2010,3,9.682,True
El dios de madera,1511354,2010,3,0.917,True
"Twilight Saga: Eclipse, The",1325004,2010,3,60.081,True
Despicable Me,1323594,2010,3,42.124,True
Cyrus,1336617,2010,1,9.429,False
Predators,1424381,2010,0,32.667,False
Inception,1375666,2010,3,38.934,True
Easy A,1282140,2010,3,24.049,True
"American, The",1440728,2010,1,14.905,False
Cop Out,1385867,2010,1,21.201,False
"Losers, The",480255,2010,1,21.609,False
Submarino,1322385,2010,1,5.637,False
Love Like Poison,1646985,2010,3,1.339,True
"Eat, Pray, Love",879870,2010,3,18.321,True
Machete,985694,2010,3,21.65,True
Dinner for Schmucks,427152,2010,1,13.529,False
Scott Pilgrim vs. the World,446029,2010,3,32.196,True
"Housemaid, The",1314652,2010,3,7.403,True
Going the Distance,1322312,2010,3,11.707,True
"Last Exorcism, The",1320244,2010,3,13.967,True
"Great Vazquez, The",1525915,2010,3,3.483,True
Heartbeats,1600524,2010,2,8.444,False
"Social Network, The",1285016,2010,1,29.457,False
You Again,1414382,2010,3,13.705,True
Let Me In,1228987,2010,1,16.181,False
Buried,1462758,2010,1,14.535,False
Made In Dagenham,1371155,2010,3,9.144,True
"Tempest, The",1274300,2010,3,9.269,True
Wall Street: Money Never Sleeps,1027718,2010,3,14.95,True
Black Swan,947798,2010,3,24.93,True
Secretariat,1028576,2010,3,13.459,True
Amador,1477171,2010,3,3.375,True
13 Assassins,1436045,2010,1,14.886,False
Red,1245526,2010,2,22.319,False
Devil,1314655,2010,3,20.572,True
Score: A Hockey Musical,1592876,2010,2,3.195,False
Morning Glory,1126618,2010,3,15.073,True
Burlesque,1126591,2010,3,12.386,True
Elle s&#39;appelait Sarah (Sarah&#39;s key),1668200,2010,3,7.415,True
Megamind,1001526,2010,0,34.345,False
127 Hours,1542344,2010,3,23.005,True
Unstoppable,477080,2010,3,19.842,True
Another Year,1431181,2010,3,10.091,True
Clash of the Titans,800320,2010,3,32.256,True
Harry Potter and the Deathly Hallows: Part 1,926084,2010,3,73.457,True
"Next Three Days, The",1458175,2010,3,16.07,True
Tangled,398286,2010,3,39.319,True
Of god and men (Des hommes et des dieux),1588337,2010,0,10.749,False
Tron Legacy,1104001,2010,1,23.775,False
True Grit,1403865,2010,3,22.365,True
"King&#39;s Speech, The",1504320,2010,3,20.264,True
Charlie St. Cloud,1438254,2010,1,17.591,False
Temple Grandin,1278469,2010,3,8.508,True
"Tourist, The",1243957,2010,0,17.651,False
Skyline,1564585,2010,3,18.036,True
"Chronicles of Narnia: The Voyage of the Dawn Treader, The",980970,2010,3,26.201,True
Yogi Bear,1302067,2010,0,12.88,False
Never Let Me Go,1334260,2010,3,18.263,True
Jack and the Beanstalk,1079968,2010,1,5.381,False
Gunless,1376195,2010,2,6.752,False
"Client List, The",1625340,2010,2,10.201,False
Trigger,1624408,2010,3,3.559,True
"Fighter, The",964517,2010,2,19.739,False
Welcome to the Rileys,1183923,2010,3,10.55,True
"Illusionist, The",775489,2010,0,8.047,False
"Place in Between, The",1723115,2010,3,1.546,True
Biutiful,1164999,2010,1,9.259,False
Blue Valentine,1120985,2010,2,21.407,False
"Spy Next Door, The",1273678,2010,3,16.184,True
